	"names"	"clusters"
"1945"	"ZNF146"	20
"1946"	"ZNF213"	9
"1947"	"ZNF268"	20
"1948"	"ZNF281"	14
"1949"	"ZNF292"	9
"1950"	"ZNF322"	9
"1951"	"ZNF385B"	2
"1952"	"ZNF385D"	10
"1953"	"ZNF420"	7
"1954"	"ZNF48"	18
"1955"	"ZNF503"	14
"1956"	"ZNF536"	3
"1957"	"ZNF660"	7
"1958"	"ZNF691"	5
"1959"	"ZNF704"	7
"1960"	"ZNF75A"	9
"1961"	"ZNF793"	1
"1962"	"ZNF804A"	5
"1963"	"ZNF83"	7
"1964"	"ZNF90"	20
"1965"	"ZSCAN16_AS1"	5
"1966"	"ZYX"	3
